checkin_id,user_id,venue_id,venue_name,venue_category,latitude,longitude,timestamp,crowd_density,avg_dwell_minutes,day_of_week,hour_of_day,is_weekend,weather_condition,user_age_group,user_preference,visit_frequency,user_engagement_score,venue_popularity_score,event_type,user_status,recommended_venue,incident_flag,officer_action,patrol_zone,activity_type
CHK0967,USR0139,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,03/12/2024 05:19:33 PM,80,71,Tuesday,17,0,Sunny,45+,Coffee,Medium,56,65,Happy Hour,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,Alcohol Service
CHK0968,USR0016,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/03/2024 10:49:19 AM,51,52,Wednesday,10,0,Cloudy,35-44,Shopping,Medium,40,55,Concert,New,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Major Event
CHK0969,USR0077,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/03/2024 08:22:07 PM,72,100,Wednesday,20,0,Clear,35-44,Nightlife,Medium,71,79,Weekend Party,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Nightlife Event
CHK0970,USR0161,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/01/2024 01:15:51 PM,43,40,Friday,13,0,Cloudy,35-44,Food,Medium,40,50,Morning Workout,New,Recommend Greenfield Gym,NORMAL,No Action Required,Zone D — Waterfront,Regular Activity
CHK0971,USR0036,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/16/2024 10:19:18 AM,37,143,Thursday,10,0,Cloudy,35-44,Business,Medium,74,75,Business Meetup,Returning,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0972,USR0117,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/06/2024 04:06:20 PM,64,45,Monday,16,0,Sunny,25-34,Fitness,Medium,40,73,Lunch Rush,New,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,High Foot Traffic
CHK0973,USR0122,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/19/2024 09:53:26 PM,95,118,Tuesday,21,0,Clear,18-24,Social,High,65,86,Live Music,New,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Live Entertainment
CHK0974,USR0068,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/27/2024 10:43:33 AM,60,52,Saturday,10,1,Sunny,25-34,Food,Medium,40,50,Happy Hour,New,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone D — Waterfront,Alcohol Service
CHK0975,USR0042,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/03/2024 03:28:44 PM,40,43,Friday,15,0,Rainy,35-44,Coffee,Medium,40,50,Weekend Party,Returning,Recommend Greenfield Gym,NORMAL,No Action Required,Zone D — Waterfront,Nightlife Event
CHK0976,USR0031,VEN003,Central Coffee House,Cafe,40.7251,-74.008,05/04/2024 07:45:29 AM,49,29,Saturday,7,1,Clear,35-44,Business,High,40,70,Lunch Rush,Returning,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,High Foot Traffic
CHK0977,USR0155,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/28/2024 05:47:10 PM,73,92,Sunday,17,1,Rainy,18-24,Food,Medium,48,50,Lunch Rush,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,High Foot Traffic
CHK0978,USR0096,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/15/2024 10:36:18 AM,66,33,Friday,10,0,Clear,45+,Social,Medium,40,58,Retail Promotion,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Crowd Event
CHK0979,USR0079,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,04/07/2024 11:50:09 AM,28,54,Sunday,11,1,Clear,18-24,Fitness,Low,40,50,Networking Event,New,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Large Gathering
CHK0980,USR0012,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/28/2024 07:47:31 AM,46,69,Thursday,7,0,Clear,25-34,Fitness,Medium,59,62,Morning Workout,Returning,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Regular Activity
CHK0981,USR0185,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/01/2024 02:36:28 PM,65,21,Wednesday,14,0,Rainy,45+,Nightlife,Medium,40,58,Dinner Special,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Dining Service
CHK0982,USR0187,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/17/2024 05:32:40 PM,64,67,Sunday,17,1,Sunny,35-44,Food,High,54,71,Morning Workout,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Regular Activity
CHK0983,USR0139,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/12/2024 09:42:39 PM,84,130,Tuesday,21,0,Sunny,45+,Coffee,Medium,69,74,Weekend Party,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Nightlife Event
CHK0984,USR0147,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/25/2024 11:47:17 PM,100,107,Saturday,23,1,Sunny,35-44,Social,High,79,86,Live Music,Returning,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Live Entertainment
CHK0985,USR0194,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,05/11/2024 04:41:35 PM,34,61,Saturday,16,1,Clear,25-34,Food,Medium,40,53,Business Meetup,Returning,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Private Gathering
CHK0986,USR0137,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/12/2024 10:48:30 PM,89,133,Sunday,22,1,Sunny,35-44,Coffee,Medium,76,74,Happy Hour,Returning,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Alcohol Service
CHK0987,USR0022,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/03/2024 08:13:15 AM,51,38,Sunday,8,1,Cloudy,35-44,Business,Medium,43,76,Lunch Rush,New,Recommend TechHub Coworking,ELEVATED,Routine Patrol,Zone C — Midtown,High Foot Traffic
CHK0988,USR0047,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/17/2024 11:37:02 AM,37,175,Friday,11,0,Sunny,25-34,Social,Low,85,83,Networking Event,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Large Gathering
CHK0989,USR0044,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/04/2024 06:20:24 PM,62,36,Monday,18,0,Clear,35-44,Business,High,40,77,Retail Promotion,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Crowd Event
CHK0990,USR0016,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/19/2024 07:49:05 AM,44,71,Tuesday,7,0,Clear,35-44,Shopping,Medium,67,73,Business Meetup,New,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Private Gathering
CHK0991,USR0083,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/11/2024 09:45:03 AM,47,55,Thursday,9,0,Clear,45+,Music,Medium,40,56,Weekend Party,New,Recommend Greenfield Gym,NORMAL,No Action Required,Zone D — Waterfront,Nightlife Event
CHK0992,USR0061,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,04/18/2024 08:57:07 PM,35,79,Thursday,20,0,Clear,45+,Nightlife,Medium,48,57,Business Meetup,New,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Private Gathering
CHK0993,USR0017,VEN008,City Mall,Mall,40.7261,-74.007,05/05/2024 05:24:07 PM,67,120,Sunday,17,1,Clear,35-44,Social,Medium,68,78,Retail Promotion,New,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,Crowd Event
CHK0994,USR0173,VEN008,City Mall,Mall,40.7261,-74.007,03/04/2024 02:14:58 PM,67,139,Monday,14,0,Cloudy,18-24,Social,Medium,74,72,Weekend Party,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,Nightlife Event
CHK0995,USR0163,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/01/2024 10:41:50 PM,86,86,Monday,22,0,Clear,25-34,Business,Medium,53,73,Live Music,Returning,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Live Entertainment
CHK0996,USR0109,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/27/2024 04:09:23 PM,36,209,Wednesday,16,0,Sunny,25-34,Music,High,85,75,Live Music,Returning,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Live Entertainment
CHK0997,USR0043,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/27/2024 01:52:29 AM,20,130,Saturday,1,1,Rainy,35-44,Business,Low,48,50,Networking Event,Returning,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Large Gathering
CHK0998,USR0090,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,03/08/2024 11:30:17 PM,100,113,Friday,23,0,Sunny,35-44,Fitness,Low,73,75,Happy Hour,New,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Alcohol Service
CHK0999,USR0023,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/14/2024 08:18:02 PM,80,79,Tuesday,20,0,Clear,35-44,Food,High,55,75,Lunch Rush,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,High Foot Traffic
CHK1000,USR0157,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/29/2024 10:08:46 AM,55,33,Wednesday,10,0,Sunny,18-24,Social,Low,40,55,Retail Promotion,New,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Crowd Event
CHK1001,USR0063,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/10/2024 05:21:40 PM,41,145,Wednesday,17,0,Clear,35-44,Business,Medium,83,69,Business Meetup,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK1002,USR0001,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/13/2024 03:38:21 PM,81,77,Saturday,15,1,Clear,25-34,Social,Medium,48,63,Concert,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Major Event
CHK1003,USR0126,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/30/2024 12:00:43 AM,40,35,Tuesday,0,0,Clear,25-34,Nightlife,High,40,50,Morning Workout,Returning,Recommend Greenfield Gym,NORMAL,No Action Required,Zone D — Waterfront,Regular Activity
CHK1004,USR0172,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/08/2024 09:56:41 AM,50,17,Wednesday,9,0,Cloudy,45+,Shopping,Low,40,50,Lunch Rush,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,High Foot Traffic
CHK1005,USR0197,VEN008,City Mall,Mall,40.7261,-74.007,05/26/2024 11:52:24 AM,60,96,Sunday,11,1,Cloudy,35-44,Fitness,Medium,45,64,Lunch Rush,New,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,High Foot Traffic
CHK1006,USR0072,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,03/16/2024 10:59:12 PM,94,130,Saturday,22,1,Sunny,45+,Food,High,67,65,Live Music,New,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Live Entertainment
CHK1007,USR0127,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/25/2024 12:39:40 PM,70,78,Monday,12,0,Sunny,45+,Coffee,Medium,40,50,Live Music,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Live Entertainment
CHK1008,USR0164,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/05/2024 03:57:45 PM,78,115,Tuesday,15,0,Cloudy,25-34,Fitness,Medium,52,61,Concert,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Major Event
CHK1009,USR0145,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/15/2024 06:36:32 PM,61,26,Friday,18,0,Sunny,25-34,Nightlife,Medium,40,57,Lunch Rush,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,High Foot Traffic
CHK1010,USR0059,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/12/2024 09:37:08 AM,51,77,Sunday,9,1,Cloudy,35-44,Shopping,Low,44,59,Concert,New,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Major Event
CHK1011,USR0065,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/05/2024 09:43:01 AM,31,141,Friday,9,0,Rainy,18-24,Coffee,Medium,66,71,Business Meetup,Returning,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK1012,USR0083,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/28/2024 12:27:41 AM,20,109,Sunday,0,1,Cloudy,45+,Music,Medium,42,50,Business Meetup,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK1013,USR0185,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/22/2024 11:43:33 AM,65,46,Monday,11,0,Sunny,45+,Nightlife,Medium,41,76,Retail Promotion,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Crowd Event
CHK1014,USR0021,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,03/07/2024 01:26:34 PM,77,82,Thursday,13,0,Sunny,25-34,Music,Medium,70,79,Lunch Rush,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,High Foot Traffic
CHK1015,USR0043,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/04/2024 11:14:44 PM,46,50,Monday,23,0,Sunny,35-44,Business,Low,40,50,Weekend Party,Returning,Recommend Greenfield Gym,NORMAL,No Action Required,Zone D — Waterfront,Nightlife Event
CHK1016,USR0161,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/09/2024 08:40:06 AM,65,90,Tuesday,8,0,Clear,35-44,Food,Medium,40,50,Weekend Party,New,Recommend Metro Nightclub,ELEVATED,Routine Patrol,Zone A — Downtown,Nightlife Event
CHK1017,USR0134,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/02/2024 03:30:15 PM,80,71,Tuesday,15,0,Rainy,25-34,Nightlife,Medium,45,80,Concert,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Major Event
CHK1018,USR0022,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,03/10/2024 08:39:28 PM,79,66,Sunday,20,1,Cloudy,35-44,Business,Medium,57,80,Dinner Special,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,Dining Service
CHK1019,USR0114,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,03/05/2024 09:56:54 PM,91,109,Tuesday,21,0,Cloudy,25-34,Shopping,Medium,64,55,Live Music,New,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Live Entertainment
CHK1020,USR0098,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/08/2024 11:27:04 PM,100,135,Monday,23,0,Clear,45+,Shopping,Low,76,73,Happy Hour,New,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Alcohol Service
CHK1021,USR0117,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/13/2024 03:26:14 PM,59,21,Wednesday,15,0,Cloudy,25-34,Fitness,Medium,40,58,Dinner Special,New,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Dining Service
CHK1022,USR0007,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/29/2024 05:56:39 PM,62,41,Monday,17,0,Sunny,25-34,Business,Medium,40,58,Retail Promotion,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Crowd Event
CHK1023,USR0050,VEN008,City Mall,Mall,40.7261,-74.007,05/06/2024 01:12:06 PM,70,90,Monday,13,0,Clear,35-44,Music,Low,54,69,Lunch Rush,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone F — Commercial,High Foot Traffic
CHK1024,USR0063,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/17/2024 03:16:22 PM,58,54,Sunday,15,1,Sunny,35-44,Business,Medium,47,74,Weekend Party,New,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Nightlife Event
CHK1025,USR0080,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/06/2024 07:19:37 AM,55,47,Wednesday,7,0,Sunny,45+,Music,Medium,52,80,Lunch Rush,Returning,Recommend TechHub Coworking,ELEVATED,Routine Patrol,Zone C — Midtown,High Foot Traffic
CHK1026,USR0003,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/09/2024 05:09:30 PM,62,68,Thursday,17,0,Sunny,45+,Nightlife,Low,52,63,Weekend Party,New,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Nightlife Event
CHK1027,USR0014,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/15/2024 03:09:03 PM,45,144,Wednesday,15,0,Clear,35-44,Coffee,High,76,72,Business Meetup,Returning,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK1028,USR0171,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/14/2024 11:12:40 AM,66,35,Sunday,11,1,Rainy,45+,Nightlife,Medium,41,80,Retail Promotion,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Crowd Event
CHK1029,USR0086,VEN008,City Mall,Mall,40.7261,-74.007,05/28/2024 04:29:38 PM,70,78,Tuesday,16,0,Cloudy,25-34,Fitness,Medium,62,75,Lunch Rush,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone F — Commercial,High Foot Traffic
CHK1030,USR0057,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/08/2024 01:10:06 PM,60,59,Monday,13,0,Sunny,35-44,Nightlife,Low,49,75,Weekend Party,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Nightlife Event
CHK1031,USR0085,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/21/2024 08:14:29 PM,79,149,Tuesday,20,0,Sunny,45+,Fitness,Medium,59,50,Happy Hour,New,Recommend Harborview Bar,HIGH,Monitor Closely,Zone A — Downtown,Alcohol Service
CHK1032,USR0030,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/27/2024 12:52:00 PM,70,43,Wednesday,12,0,Sunny,18-24,Coffee,Medium,52,77,Lunch Rush,New,Recommend Seaside Restaurant,HIGH,Monitor Closely,Zone A — Downtown,High Foot Traffic
CHK1033,USR0051,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/07/2024 10:40:37 AM,37,52,Sunday,10,1,Rainy,45+,Nightlife,Medium,40,50,Lunch Rush,Returning,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,High Foot Traffic
CHK1034,USR0046,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/06/2024 12:56:16 PM,73,92,Saturday,12,1,Cloudy,18-24,Fitness,Medium,55,72,Lunch Rush,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,High Foot Traffic
CHK1035,USR0168,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,03/03/2024 12:16:58 PM,80,74,Sunday,12,1,Clear,35-44,Business,Medium,55,81,Happy Hour,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,Alcohol Service
CHK1036,USR0135,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/13/2024 11:19:29 PM,94,79,Saturday,23,1,Clear,25-34,Coffee,High,66,83,Networking Event,New,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Large Gathering
CHK1037,USR0050,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/25/2024 07:04:07 PM,51,45,Thursday,19,0,Clear,35-44,Music,Low,40,61,Weekend Party,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Nightlife Event
CHK1038,USR0196,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/18/2024 03:20:38 PM,36,119,Thursday,15,0,Sunny,18-24,Nightlife,Medium,65,69,Networking Event,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Large Gathering
CHK1039,USR0072,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/15/2024 09:34:18 AM,46,50,Wednesday,9,0,Cloudy,45+,Food,High,40,50,Morning Workout,New,Recommend Greenfield Gym,NORMAL,No Action Required,Zone D — Waterfront,Regular Activity
CHK1040,USR0170,VEN003,Central Coffee House,Cafe,40.7251,-74.008,05/05/2024 09:56:31 PM,36,36,Sunday,21,1,Clear,35-44,Shopping,High,40,50,Lunch Rush,New,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,High Foot Traffic
CHK1041,USR0133,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/09/2024 09:24:48 AM,50,43,Saturday,9,1,Cloudy,25-34,Business,Medium,40,50,Morning Workout,New,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Regular Activity
CHK1042,USR0069,VEN008,City Mall,Mall,40.7261,-74.007,03/23/2024 01:23:33 PM,66,79,Saturday,13,1,Cloudy,25-34,Food,Medium,62,81,Lunch Rush,New,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,High Foot Traffic
CHK1043,USR0116,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/21/2024 03:50:37 PM,61,89,Sunday,15,1,Sunny,45+,Social,High,65,76,Concert,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Major Event
CHK1044,USR0066,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/20/2024 12:27:56 PM,74,105,Saturday,12,1,Sunny,25-34,Business,High,75,87,Happy Hour,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,Alcohol Service
CHK1045,USR0120,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/11/2024 09:05:18 AM,36,222,Monday,9,0,Sunny,18-24,Nightlife,Low,87,78,Live Music,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Live Entertainment
CHK1046,USR0070,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/19/2024 08:28:29 AM,20,197,Sunday,8,1,Sunny,35-44,Social,Low,54,50,Business Meetup,Returning,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK1047,USR0129,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/04/2024 11:14:16 AM,70,43,Monday,11,0,Sunny,35-44,Music,Medium,45,84,Lunch Rush,New,Recommend Seaside Restaurant,HIGH,Monitor Closely,Zone A — Downtown,High Foot Traffic
CHK1048,USR0010,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/09/2024 02:50:17 PM,38,191,Thursday,14,0,Rainy,45+,Fitness,Medium,82,70,Live Music,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Live Entertainment
CHK1049,USR0071,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/26/2024 11:43:21 AM,38,124,Tuesday,11,0,Clear,18-24,Nightlife,Medium,58,76,Live Music,Returning,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Live Entertainment
CHK1050,USR0198,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/17/2024 11:54:48 PM,61,55,Friday,23,0,Cloudy,18-24,Fitness,High,40,50,Lunch Rush,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone D — Waterfront,High Foot Traffic
CHK1051,USR0004,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,04/06/2024 06:50:25 PM,34,40,Saturday,18,1,Rainy,45+,Coffee,Medium,40,50,Morning Workout,New,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Regular Activity
CHK1052,USR0054,VEN008,City Mall,Mall,40.7261,-74.007,05/23/2024 03:48:09 PM,60,123,Thursday,15,0,Cloudy,18-24,Music,Medium,72,73,Retail Promotion,New,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,Crowd Event
CHK1053,USR0022,VEN008,City Mall,Mall,40.7261,-74.007,03/30/2024 03:50:35 PM,67,80,Saturday,15,1,Cloudy,35-44,Business,Medium,60,76,Lunch Rush,New,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,High Foot Traffic
CHK1054,USR0096,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/25/2024 05:44:26 PM,69,101,Monday,17,0,Clear,45+,Social,Medium,46,50,Concert,Returning,Recommend Metro Nightclub,ELEVATED,Routine Patrol,Zone A — Downtown,Major Event
CHK1055,USR0087,VEN003,Central Coffee House,Cafe,40.7251,-74.008,05/13/2024 04:19:47 PM,40,22,Monday,16,0,Clear,45+,Music,Medium,40,51,Business Meetup,New,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK1056,USR0151,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/23/2024 03:48:25 PM,64,51,Tuesday,15,0,Cloudy,18-24,Nightlife,Medium,40,50,Lunch Rush,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone D — Waterfront,High Foot Traffic
CHK1057,USR0162,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/12/2024 11:59:08 PM,95,129,Sunday,23,1,Clear,45+,Coffee,Medium,88,92,Live Music,Returning,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Live Entertainment
CHK1058,USR0049,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/17/2024 03:25:24 PM,51,62,Friday,15,0,Clear,18-24,Food,High,40,56,Weekend Party,New,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Nightlife Event
CHK1059,USR0142,VEN008,City Mall,Mall,40.7261,-74.007,03/14/2024 01:28:40 PM,66,100,Thursday,13,0,Cloudy,18-24,Business,High,56,62,Retail Promotion,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,Crowd Event
CHK1060,USR0099,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/05/2024 03:38:31 PM,34,53,Tuesday,15,0,Clear,18-24,Fitness,Medium,40,52,Morning Workout,Returning,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Regular Activity
CHK1061,USR0044,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/27/2024 07:42:33 AM,47,81,Wednesday,7,0,Clear,35-44,Business,High,66,67,Morning Workout,Returning,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Regular Activity
CHK1062,USR0053,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/22/2024 04:07:08 PM,74,102,Monday,16,0,Sunny,18-24,Shopping,High,49,59,Weekend Party,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Nightlife Event
