checkin_id,user_id,venue_id,venue_name,venue_category,latitude,longitude,timestamp,crowd_density,avg_dwell_minutes,day_of_week,hour_of_day,is_weekend,weather_condition,user_age_group,user_preference,visit_frequency,user_engagement_score,venue_popularity_score,event_type,user_status,recommended_venue,incident_flag,officer_action,patrol_zone,activity_type,city,county,state,event_name,event_category,event_size,event_start_time,event_end_time,event_risk_level
CHK10020,USR0933,VEN104,Table Dining,Restaurant,40.691285,-73.992213,06/08/2024 01:54:14 PM,79,43,Saturday,13,1,Rainy,45+,Nightlife,Medium,45,56,Business Meetup,Returning,Recommend Garden Dining,HIGH,Monitor Closely,Zone H — South Side,Private Gathering,Bayonne,Hudson County,New Jersey,Dinner Rush,Dining,Medium,1:00 PM,3:00 PM,HIGH
CHK10021,USR0356,VEN194,Plaza Galleria,Mall,40.700737,-74.011583,05/12/2024 02:03:09 PM,55,106,Sunday,14,1,Sunny,18-24,Fitness,Medium,59,50,Weekend Party,Returning,Recommend Metro Galleria,ELEVATED,Routine Patrol,Zone B — Harbor District,Nightlife Event,Hoboken,Hudson County,New Jersey,Weekend Sale,Retail,Medium,2:00 PM,4:00 PM,ELEVATED
CHK10022,USR0798,VEN014,Apex Club,Nightclub,40.721844,-73.999557,06/05/2024 10:12:02 PM,91,145,Wednesday,22,0,Cloudy,45+,Coffee,Low,88,54,Concert,Returning,Recommend Prism Nightclub,CRITICAL,Immediate Response,Zone C — Midtown,Major Event,Jersey City,Hudson County,New Jersey,VIP Night,Nightlife,Large,10:00 PM,12:00 AM,CRITICAL
CHK10023,USR0959,VEN104,Table Dining,Restaurant,40.691285,-73.992213,03/18/2024 09:33:17 PM,59,62,Monday,21,0,Rainy,25-34,Coffee,Medium,46,50,Business Meetup,Returning,Recommend Urban Restaurant,ELEVATED,Routine Patrol,Zone H — South Side,Private Gathering,Bayonne,Hudson County,New Jersey,Weekend Brunch,Dining,Medium,9:00 PM,11:00 PM,ELEVATED
CHK10024,USR0054,VEN264,Harbor Park,Park,40.723294,-74.003741,06/10/2024 03:28:42 PM,37,48,Monday,15,0,Clear,35-44,Nightlife,Low,40,50,Sports Event,New,Recommend River Commons,NORMAL,No Action Required,Zone C — Midtown,Sports Gathering,Jersey City,Hudson County,New Jersey,Sports Event,Outdoor,Small,3:00 PM,5:00 PM,NORMAL
CHK10025,USR0537,VEN120,Daily Cafe,Cafe,40.697859,-73.993158,06/01/2024 09:58:45 AM,53,55,Saturday,9,1,Rainy,35-44,Food,Low,46,50,Morning Workout,Returning,Recommend Fresh Roasters,ELEVATED,Routine Patrol,Zone H — South Side,Regular Activity,Bayonne,Hudson County,New Jersey,Weekend Brunch,Dining,Medium,9:00 AM,11:00 AM,ELEVATED
CHK10026,USR0322,VEN259,Node Workspace,Coworking,40.717457,-74.011001,02/10/2024 12:41:42 PM,15,176,Saturday,12,1,Sunny,35-44,Nightlife,Medium,56,50,Business Meetup,Returning,Recommend Studio Workspace,NORMAL,No Action Required,Zone A — Downtown,Private Gathering,Jersey City,Hudson County,New Jersey,Tech Talk,Business,Small,12:00 PM,2:00 PM,NORMAL
CHK10027,USR0625,VEN219,Summit Athletics,Gym,40.707365,-74.010714,05/10/2024 05:03:27 AM,50,84,Friday,5,0,Rainy,18-24,Food,Low,52,50,Morning Workout,New,Recommend Core Fitness,ELEVATED,Routine Patrol,Zone D — Waterfront,Regular Activity,Weehawken,Hudson County,New Jersey,Weekend Class,Fitness,Medium,5:00 AM,7:00 AM,ELEVATED
CHK10028,USR0324,VEN101,Bistro Brasserie,Restaurant,40.705868,-73.977748,03/27/2024 05:27:36 PM,78,95,Wednesday,17,0,Clear,25-34,Fitness,Medium,67,50,Lunch Rush,New,Recommend Pier Restaurant,HIGH,Monitor Closely,Zone J — Industrial,High Foot Traffic,Harrison,Essex County,New Jersey,Weekend Brunch,Dining,Medium,5:00 PM,7:00 PM,HIGH
CHK10029,USR0521,VEN190,Central Food Court,Food Court,40.690074,-74.021282,06/03/2024 01:47:24 PM,55,58,Monday,13,0,Sunny,35-44,Nightlife,Medium,44,50,Dinner Special,New,Recommend Commons Market,ELEVATED,Routine Patrol,Zone B — Harbor District,Dining Service,Hoboken,Hudson County,New Jersey,Lunch Rush,Dining,Medium,1:00 PM,3:00 PM,ELEVATED
CHK10030,USR0262,VEN102,Kitchen Dining,Restaurant,40.727061,-74.014276,01/10/2024 09:07:10 PM,53,78,Wednesday,21,0,Clear,45+,Music,Medium,47,50,Lunch Rush,New,Recommend Metro Brasserie,ELEVATED,Routine Patrol,Zone I — University,High Foot Traffic,North Bergen,Bergen County,New Jersey,Dinner Rush,Dining,Medium,9:00 PM,11:00 PM,ELEVATED
CHK10031,USR0319,VEN008,Apex Night,Nightclub,40.702601,-74.004365,02/24/2024 11:37:42 PM,100,148,Saturday,23,1,Sunny,18-24,Coffee,Medium,86,52,Weekend Party,Returning,Recommend Apex Club,CRITICAL,Immediate Response,Zone D — Waterfront,Nightlife Event,Weehawken,Hudson County,New Jersey,Friday Night Live,Nightlife,Large,11:00 PM,1:00 AM,CRITICAL
CHK10032,USR0029,VEN047,Oak Tavern,Bar/Lounge,40.707744,-74.010676,06/05/2024 02:16:40 PM,63,118,Wednesday,14,0,Cloudy,18-24,Coffee,Medium,64,50,Happy Hour Special,Returning,Recommend Silver Bar,ELEVATED,Routine Patrol,Zone B — Harbor District,Alcohol Service,Hoboken,Hudson County,New Jersey,Live Music Night,Nightlife,Medium,2:00 PM,4:00 PM,ELEVATED
CHK10033,USR0770,VEN026,River Pub,Bar/Lounge,40.701063,-74.022446,06/28/2024 09:25:35 AM,60,83,Friday,9,0,Sunny,25-34,Business,Medium,51,50,Networking Event,Returning,Recommend Stone Lounge,ELEVATED,Routine Patrol,Zone B — Harbor District,Large Gathering,Hoboken,Hudson County,New Jersey,Networking Night,Nightlife,Medium,9:00 AM,11:00 AM,ELEVATED
CHK10034,USR0052,VEN285,Club Bar,Hotel Bar,40.708342,-74.010972,03/10/2024 04:14:31 AM,61,65,Sunday,4,1,Clear,35-44,Music,Medium,40,50,Networking Event,New,Recommend Gallery Cocktail Bar,ELEVATED,Routine Patrol,Zone D — Waterfront,Large Gathering,Weehawken,Hudson County,New Jersey,Happy Hour,Nightlife,Medium,4:00 AM,6:00 AM,ELEVATED
CHK10035,USR0308,VEN265,Cedar Commons,Park,40.711044,-74.015549,03/09/2024 04:26:08 PM,57,55,Saturday,16,1,Cloudy,18-24,Food,Medium,40,50,Morning Workout,Returning,Recommend Cedar Reserve,ELEVATED,Routine Patrol,Zone B — Harbor District,Regular Activity,Hoboken,Hudson County,New Jersey,Outdoor Concert,Outdoor,Medium,4:00 PM,6:00 PM,ELEVATED
CHK10036,USR0200,VEN137,Press Espresso,Cafe,40.740882,-74.009155,01/13/2024 07:53:42 AM,57,44,Saturday,7,1,Rainy,45+,Shopping,Medium,41,50,Morning Workout,New,Recommend Local Cafe,ELEVATED,Routine Patrol,Zone I — University,Regular Activity,North Bergen,Bergen County,New Jersey,Morning Rush,Dining,Medium,7:00 AM,9:00 AM,ELEVATED
CHK10037,USR0001,VEN167,City Cinema,Entertainment,40.692404,-74.01421,06/08/2024 06:18:02 PM,81,127,Saturday,18,1,Clear,35-44,Food,High,82,50,Live Music,Returning,Recommend Arena Venue,HIGH,Monitor Closely,Zone B — Harbor District,Live Entertainment,Hoboken,Hudson County,New Jersey,Theater Performance,Entertainment,Medium,6:00 PM,8:00 PM,HIGH
CHK10038,USR0843,VEN219,Summit Athletics,Gym,40.707365,-74.010714,05/25/2024 12:35:35 PM,32,53,Saturday,12,1,Rainy,25-34,Fitness,High,41,50,Morning Workout,Returning,Recommend Core Athletics,NORMAL,No Action Required,Zone D — Waterfront,Regular Activity,Weehawken,Hudson County,New Jersey,Boot Camp,Fitness,Small,12:00 PM,2:00 PM,NORMAL
CHK10039,USR0281,VEN108,Garden Restaurant,Restaurant,40.732364,-73.991479,02/06/2024 05:07:19 PM,82,84,Tuesday,17,0,Rainy,25-34,Food,Medium,55,50,Happy Hour,New,Recommend Spice Dining,HIGH,Monitor Closely,Zone E — North End,Alcohol Service,Union City,Hudson County,New Jersey,Weekend Brunch,Dining,Medium,5:00 PM,7:00 PM,HIGH
CHK10040,USR0301,VEN035,Amber Pub,Bar/Lounge,40.726485,-73.9838,04/24/2024 10:38:18 PM,89,117,Wednesday,22,0,Rainy,35-44,Nightlife,Medium,83,50,Happy Hour Special,Returning,Recommend Red Tavern,CRITICAL,Immediate Response,Zone C — Midtown,Alcohol Service,Jersey City,Hudson County,New Jersey,Networking Night,Nightlife,Large,10:00 PM,12:00 AM,CRITICAL
CHK10041,USR0700,VEN268,Bay Reserve,Park,40.703765,-73.967796,02/27/2024 04:43:31 PM,43,51,Tuesday,16,0,Cloudy,25-34,Food,Low,40,50,Morning Workout,New,Recommend Harbor Park,NORMAL,No Action Required,Zone G — East Side,Regular Activity,Kearny,Hudson County,New Jersey,Outdoor Concert,Outdoor,Small,4:00 PM,6:00 PM,NORMAL
CHK10042,USR0964,VEN010,Rush Nightclub,Nightclub,40.692908,-74.012002,06/10/2024 08:52:56 PM,75,164,Monday,20,0,Clear,18-24,Nightlife,Medium,86,50,Weekend Party,New,Recommend Onyx Night,HIGH,Monitor Closely,Zone B — Harbor District,Nightlife Event,Hoboken,Hudson County,New Jersey,Weekend Takeover,Nightlife,Medium,8:00 PM,10:00 PM,HIGH
CHK10043,USR0222,VEN111,Pier Brasserie,Restaurant,40.740951,-74.015887,06/26/2024 01:40:25 PM,78,51,Wednesday,13,0,Clear,45+,Fitness,Medium,48,50,Dinner Special,Returning,Recommend Bay Eatery,HIGH,Monitor Closely,Zone I — University,Dining Service,North Bergen,Bergen County,New Jersey,Dinner Rush,Dining,Medium,1:00 PM,3:00 PM,HIGH
CHK10044,USR0507,VEN003,Volt Lounge,Nightclub,40.722644,-73.988623,03/22/2024 11:51:16 PM,100,167,Friday,23,0,Rainy,25-34,Food,Medium,93,50,Late Night,Returning,Recommend Volt Night,CRITICAL,Immediate Response,Zone C — Midtown,Nightlife Event,Jersey City,Hudson County,New Jersey,VIP Night,Nightlife,Large,11:00 PM,1:00 AM,CRITICAL
CHK10045,USR0664,VEN279,River Park,Park,40.698228,-74.003511,01/09/2024 09:01:33 AM,42,59,Tuesday,9,0,Cloudy,18-24,Coffee,High,40,50,Morning Workout,Returning,Recommend Meadow Reserve,NORMAL,No Action Required,Zone H — South Side,Regular Activity,Bayonne,Hudson County,New Jersey,Community Gathering,Outdoor,Small,9:00 AM,11:00 AM,NORMAL
CHK10046,USR0866,VEN002,Vibe Night,Nightclub,40.725929,-73.991188,04/25/2024 12:24:27 PM,70,116,Thursday,12,0,Sunny,25-34,Shopping,Medium,69,50,Concert,New,Recommend Eclipse Club,HIGH,Monitor Closely,Zone C — Midtown,Major Event,Jersey City,Hudson County,New Jersey,Late Night Session,Nightlife,Medium,12:00 PM,2:00 PM,HIGH
CHK10047,USR0201,VEN059,Stone Tavern,Bar/Lounge,40.688482,-74.02331,02/07/2024 07:46:59 PM,75,115,Wednesday,19,0,Rainy,45+,Social,Low,68,50,Happy Hour Special,Returning,Recommend Blue Pub,HIGH,Monitor Closely,Zone B — Harbor District,Alcohol Service,Hoboken,Hudson County,New Jersey,Sports Viewing Event,Nightlife,Medium,7:00 PM,9:00 PM,HIGH
CHK10048,USR0020,VEN115,Bay Eatery,Restaurant,40.737848,-74.012255,01/30/2024 05:18:51 PM,82,84,Tuesday,17,0,Clear,35-44,Social,Medium,55,50,Lunch Rush,New,Recommend Table Eatery,HIGH,Monitor Closely,Zone I — University,High Foot Traffic,North Bergen,Bergen County,New Jersey,Weekend Brunch,Dining,Medium,5:00 PM,7:00 PM,HIGH
CHK10049,USR0138,VEN219,Summit Athletics,Gym,40.707365,-74.010714,01/25/2024 08:16:21 PM,25,62,Thursday,20,0,Clear,25-34,Coffee,Medium,45,50,Morning Workout,Returning,Recommend Elite CrossFit,NORMAL,No Action Required,Zone D — Waterfront,Regular Activity,Weehawken,Hudson County,New Jersey,Weekend Class,Fitness,Small,8:00 PM,10:00 PM,NORMAL
CHK10050,USR0302,VEN073,Metro Dining,Restaurant,40.720102,-74.017489,06/22/2024 07:49:00 PM,83,73,Saturday,19,1,Cloudy,25-34,Music,Medium,54,50,Dinner Special,New,Recommend Bistro Dining,HIGH,Monitor Closely,Zone I — University,Dining Service,North Bergen,Bergen County,New Jersey,Holiday Dinner,Dining,Medium,7:00 PM,9:00 PM,HIGH
CHK10051,USR0717,VEN080,Plate Restaurant,Restaurant,40.703162,-73.99864,02/20/2024 07:35:17 PM,85,74,Tuesday,19,0,Cloudy,35-44,Business,Medium,65,57,Dinner Special,New,Recommend Pier Eatery,CRITICAL,Immediate Response,Zone H — South Side,Dining Service,Bayonne,Hudson County,New Jersey,Dinner Rush,Dining,Large,7:00 PM,9:00 PM,CRITICAL
CHK10052,USR0809,VEN218,Elite Fitness,Gym,40.716743,-74.012739,04/24/2024 06:51:11 PM,41,42,Wednesday,18,0,Clear,18-24,Music,Medium,40,50,Morning Workout,New,Recommend Power CrossFit,NORMAL,No Action Required,Zone D — Waterfront,Regular Activity,Weehawken,Hudson County,New Jersey,Evening Fitness,Fitness,Small,6:00 PM,8:00 PM,NORMAL
CHK10053,USR0724,VEN059,Stone Tavern,Bar/Lounge,40.688482,-74.02331,02/17/2024 06:31:55 PM,93,109,Saturday,18,1,Rainy,35-44,Business,Low,77,53,Happy Hour,New,Recommend River Bar,CRITICAL,Immediate Response,Zone B — Harbor District,Alcohol Service,Hoboken,Hudson County,New Jersey,Live Music Night,Nightlife,Large,6:00 PM,8:00 PM,CRITICAL
CHK10054,USR0358,VEN145,Grind Roasters,Cafe,40.708763,-73.97787,03/03/2024 03:33:20 PM,43,51,Sunday,15,1,Clear,35-44,Fitness,Medium,40,50,Business Meetup,New,Recommend Local Coffee,NORMAL,No Action Required,Zone J — Industrial,Private Gathering,Harrison,Essex County,New Jersey,Morning Rush,Dining,Small,3:00 PM,5:00 PM,NORMAL
CHK10055,USR0686,VEN245,Desk Workspace,Coworking,40.708825,-74.006229,05/14/2024 10:16:06 AM,38,182,Tuesday,10,0,Sunny,35-44,Social,Low,69,50,Business Meetup,New,Recommend Grid Labs,NORMAL,No Action Required,Zone B — Harbor District,Private Gathering,Hoboken,Hudson County,New Jersey,Networking Event,Business,Small,10:00 AM,12:00 PM,NORMAL
CHK10056,USR0375,VEN146,Local Coffee,Cafe,40.721247,-73.996729,04/28/2024 05:46:12 AM,26,46,Sunday,5,1,Cloudy,45+,Food,Medium,40,50,Networking Event,New,Recommend Brew Espresso,NORMAL,No Action Required,Zone C — Midtown,Large Gathering,Jersey City,Hudson County,New Jersey,Coffee & Connect,Dining,Small,5:00 AM,7:00 AM,NORMAL
CHK10057,USR0509,VEN205,Gateway Shopping Center,Mall,40.701507,-74.001193,03/13/2024 03:59:07 AM,52,81,Wednesday,3,0,Clear,45+,Social,Medium,45,50,Retail Promotion,New,Recommend Metro Shopping Center,ELEVATED,Routine Patrol,Zone J — Industrial,Crowd Event,Harrison,Essex County,New Jersey,Grand Opening,Retail,Medium,3:00 AM,5:00 AM,ELEVATED
CHK10058,USR0868,VEN043,Blue Bar,Bar/Lounge,40.723153,-74.004537,03/25/2024 08:49:13 PM,79,58,Monday,20,0,Rainy,45+,Shopping,Medium,48,59,Live Music,Returning,Recommend Harbor Tavern,HIGH,Monitor Closely,Zone C — Midtown,Live Entertainment,Jersey City,Hudson County,New Jersey,Happy Hour Special,Nightlife,Medium,8:00 PM,10:00 PM,HIGH
CHK10059,USR0760,VEN083,Bistro Eatery,Restaurant,40.721273,-73.981494,01/22/2024 08:19:37 PM,78,68,Monday,20,0,Clear,18-24,Business,Medium,42,50,Business Meetup,New,Recommend Coast Dining,HIGH,Monitor Closely,Zone G — East Side,Private Gathering,Kearny,Hudson County,New Jersey,Dinner Rush,Dining,Medium,8:00 PM,10:00 PM,HIGH
CHK10060,USR0205,VEN012,Rush Club,Nightclub,40.706934,-74.000418,06/10/2024 10:29:55 PM,92,143,Monday,22,0,Rainy,18-24,Nightlife,Medium,81,50,Late Night,Returning,Recommend Onyx Nightclub,CRITICAL,Immediate Response,Zone A — Downtown,Nightlife Event,Jersey City,Hudson County,New Jersey,Weekend Takeover,Nightlife,Large,10:00 PM,12:00 AM,CRITICAL
CHK10061,USR0702,VEN228,Strong Fitness,Gym,40.710948,-74.022432,01/21/2024 10:29:20 AM,25,63,Sunday,10,1,Rainy,45+,Nightlife,Low,40,50,Networking Event,New,Recommend Drive Fitness,NORMAL,No Action Required,Zone D — Waterfront,Large Gathering,Weehawken,Hudson County,New Jersey,Morning Workout,Fitness,Small,10:00 AM,12:00 PM,NORMAL
CHK10062,USR0899,VEN017,Nova Night,Nightclub,40.7177,-73.996087,03/22/2024 08:00:10 PM,80,135,Friday,20,0,Cloudy,25-34,Social,Medium,73,50,Live Music,Returning,Recommend Volt Night,HIGH,Monitor Closely,Zone C — Midtown,Live Entertainment,Jersey City,Hudson County,New Jersey,Friday Night Live,Nightlife,Medium,8:00 PM,10:00 PM,HIGH
CHK10063,USR0955,VEN227,Strong CrossFit,Gym,40.728077,-74.013712,03/01/2024 10:21:52 PM,20,36,Friday,22,0,Clear,25-34,Food,Medium,40,50,Morning Workout,New,Recommend Peak Athletics,NORMAL,No Action Required,Zone E — North End,Regular Activity,Union City,Hudson County,New Jersey,Morning Workout,Fitness,Small,10:00 PM,12:00 AM,NORMAL
CHK10064,USR0662,VEN013,Zenith Club,Nightclub,40.711882,-74.021223,03/04/2024 09:14:51 AM,70,97,Monday,9,0,Cloudy,45+,Social,Low,55,51,Late Night,Returning,Recommend Neon Club,HIGH,Monitor Closely,Zone B — Harbor District,Nightlife Event,Hoboken,Hudson County,New Jersey,Weekend Takeover,Nightlife,Medium,9:00 AM,11:00 AM,HIGH
CHK10065,USR0073,VEN106,Grill Restaurant,Restaurant,40.72821,-74.01506,01/21/2024 06:40:21 PM,85,92,Sunday,18,1,Cloudy,25-34,Music,Medium,68,50,Business Meetup,Returning,Recommend Garden Brasserie,CRITICAL,Immediate Response,Zone I — University,Private Gathering,North Bergen,Bergen County,New Jersey,Holiday Dinner,Dining,Large,6:00 PM,8:00 PM,CRITICAL
CHK10066,USR0053,VEN002,Vibe Night,Nightclub,40.725929,-73.991188,06/03/2024 01:18:20 PM,70,110,Monday,13,0,Rainy,25-34,Social,Medium,59,50,Late Night,New,Recommend Blaze Nightclub,HIGH,Monitor Closely,Zone C — Midtown,Nightlife Event,Jersey City,Hudson County,New Jersey,Weekend Takeover,Nightlife,Medium,1:00 PM,3:00 PM,HIGH
CHK10067,USR0318,VEN144,Steam Cafe,Cafe,40.721191,-73.967608,03/24/2024 11:09:58 AM,37,60,Sunday,11,1,Clear,25-34,Nightlife,Medium,40,50,Morning Workout,Returning,Recommend Daily Espresso,NORMAL,No Action Required,Zone G — East Side,Regular Activity,Kearny,Hudson County,New Jersey,Study Session,Dining,Small,11:00 AM,1:00 PM,NORMAL
CHK10068,USR0631,VEN094,Pier Eatery,Restaurant,40.727608,-73.975735,05/05/2024 05:24:31 PM,83,98,Sunday,17,1,Rainy,45+,Social,Medium,57,50,Dinner Special,Returning,Recommend Metro Eatery,HIGH,Monitor Closely,Zone G — East Side,Dining Service,Kearny,Hudson County,New Jersey,Dinner Rush,Dining,Medium,5:00 PM,7:00 PM,HIGH
CHK10069,USR0198,VEN145,Grind Roasters,Cafe,40.708763,-73.97787,06/02/2024 09:47:25 AM,57,33,Sunday,9,1,Clear,18-24,Food,Medium,42,50,Business Meetup,New,Recommend Corner Espresso,ELEVATED,Routine Patrol,Zone J — Industrial,Private Gathering,Harrison,Essex County,New Jersey,Study Session,Dining,Medium,9:00 AM,11:00 AM,ELEVATED
CHK10070,USR0449,VEN146,Local Coffee,Cafe,40.721247,-73.996729,01/20/2024 07:33:25 AM,53,35,Saturday,7,1,Sunny,25-34,Music,Medium,40,50,Networking Event,Returning,Recommend Brew Cafe,ELEVATED,Routine Patrol,Zone C — Midtown,Large Gathering,Jersey City,Hudson County,New Jersey,Study Session,Dining,Medium,7:00 AM,9:00 AM,ELEVATED
CHK10071,USR0022,VEN036,Velvet Tavern,Bar/Lounge,40.693402,-74.006737,03/07/2024 08:43:31 PM,79,92,Thursday,20,0,Sunny,35-44,Music,Low,54,50,Happy Hour Special,New,Recommend Silver Tavern,HIGH,Monitor Closely,Zone B — Harbor District,Alcohol Service,Hoboken,Hudson County,New Jersey,Live Music Night,Nightlife,Medium,8:00 PM,10:00 PM,HIGH
CHK10072,USR0214,VEN276,Central Gardens,Park,40.701018,-73.966345,02/09/2024 02:10:52 PM,38,54,Friday,14,0,Clear,18-24,Nightlife,Medium,41,50,Sports Event,New,Recommend Oak Commons,NORMAL,No Action Required,Zone G — East Side,Sports Gathering,Kearny,Hudson County,New Jersey,Sports Event,Outdoor,Small,2:00 PM,4:00 PM,NORMAL
CHK10073,USR0229,VEN090,Harbor Eatery,Restaurant,40.736214,-74.003029,01/20/2024 12:36:24 PM,77,68,Saturday,12,1,Cloudy,18-24,Social,Low,53,51,Happy Hour,New,Recommend Harvest Restaurant,HIGH,Monitor Closely,Zone E — North End,Alcohol Service,Union City,Hudson County,New Jersey,Weekend Brunch,Dining,Medium,12:00 PM,2:00 PM,HIGH
CHK10074,USR0015,VEN253,Nexus Labs,Coworking,40.704846,-73.983904,03/14/2024 04:07:25 PM,39,154,Thursday,16,0,Cloudy,45+,Coffee,Medium,63,50,Business Meetup,Returning,Recommend Works Workspace,NORMAL,No Action Required,Zone F — Commercial,Private Gathering,Secaucus,Bergen County,New Jersey,Tech Talk,Business,Small,4:00 PM,6:00 PM,NORMAL
CHK10075,USR0084,VEN053,River Tavern,Bar/Lounge,40.719672,-73.992901,06/01/2024 05:05:39 AM,60,93,Saturday,5,1,Cloudy,25-34,Nightlife,Medium,49,50,Live Music,New,Recommend Blue Pub,ELEVATED,Routine Patrol,Zone A — Downtown,Live Entertainment,Jersey City,Hudson County,New Jersey,Networking Night,Nightlife,Medium,5:00 AM,7:00 AM,ELEVATED
CHK10076,USR0544,VEN244,Grid Coworking,Coworking,40.708477,-73.999774,06/03/2024 08:31:55 AM,39,172,Monday,8,0,Clear,25-34,Food,Low,76,50,Networking Event,Returning,Recommend Craft Labs,NORMAL,No Action Required,Zone D — Waterfront,Large Gathering,Weehawken,Hudson County,New Jersey,Networking Event,Business,Small,8:00 AM,10:00 AM,NORMAL
CHK10077,USR0183,VEN039,Red Pub,Bar/Lounge,40.718079,-74.000447,05/08/2024 09:40:25 PM,87,90,Wednesday,21,0,Cloudy,45+,Nightlife,Medium,65,50,Happy Hour Special,New,Recommend Velvet Lounge,CRITICAL,Immediate Response,Zone D — Waterfront,Alcohol Service,Weehawken,Hudson County,New Jersey,Happy Hour Special,Nightlife,Large,9:00 PM,11:00 PM,CRITICAL
CHK10078,USR0013,VEN193,Urban Shopping Center,Mall,40.729639,-74.006188,02/07/2024 06:28:22 PM,56,115,Wednesday,18,0,Sunny,18-24,Shopping,Low,60,50,Weekend Party,Returning,Recommend Urban Galleria,ELEVATED,Routine Patrol,Zone C — Midtown,Nightlife Event,Jersey City,Hudson County,New Jersey,Weekend Sale,Retail,Medium,6:00 PM,8:00 PM,ELEVATED
CHK10079,USR0905,VEN150,Cup Espresso,Cafe,40.698707,-74.013831,01/11/2024 08:40:19 AM,55,51,Thursday,8,0,Rainy,35-44,Social,Medium,47,50,Business Meetup,New,Recommend Roast Coffee,ELEVATED,Routine Patrol,Zone D — Waterfront,Private Gathering,Weehawken,Hudson County,New Jersey,Study Session,Dining,Medium,8:00 AM,10:00 AM,ELEVATED
CHK10080,USR0433,VEN292,Bleacher Sports Lounge,Sports Bar,40.704539,-74.02827,04/27/2024 06:36:14 PM,65,89,Saturday,18,1,Sunny,45+,Fitness,Medium,49,50,Sports Event,New,Recommend Trophy Sports Lounge,ELEVATED,Routine Patrol,Zone B — Harbor District,Sports Gathering,Hoboken,Hudson County,New Jersey,Championship Viewing,Sports,Medium,6:00 PM,8:00 PM,ELEVATED
CHK10081,USR0679,VEN061,Blue Tavern,Bar/Lounge,40.711698,-73.991734,05/11/2024 11:06:11 PM,95,107,Saturday,23,1,Clear,18-24,Nightlife,Low,78,50,Networking Event,New,Recommend Jade Lounge,CRITICAL,Immediate Response,Zone C — Midtown,Large Gathering,Jersey City,Hudson County,New Jersey,Networking Night,Nightlife,Large,11:00 PM,1:00 AM,CRITICAL
CHK10082,USR0378,VEN208,Prime CrossFit,Gym,40.737707,-73.991667,05/10/2024 05:54:37 AM,48,47,Friday,5,0,Sunny,25-34,Shopping,Medium,40,50,Morning Workout,Returning,Recommend Summit Fitness,NORMAL,No Action Required,Zone C — Midtown,Regular Activity,Jersey City,Hudson County,New Jersey,Weekend Class,Fitness,Small,5:00 AM,7:00 AM,NORMAL
CHK10083,USR0459,VEN259,Node Workspace,Coworking,40.717457,-74.011001,03/12/2024 09:52:39 AM,35,208,Tuesday,9,0,Rainy,35-44,Fitness,Medium,78,50,Networking Event,New,Recommend Space Coworking,NORMAL,No Action Required,Zone A — Downtown,Large Gathering,Jersey City,Hudson County,New Jersey,Workshop Session,Business,Small,9:00 AM,11:00 AM,NORMAL
CHK10084,USR0576,VEN029,Gold Tavern,Bar/Lounge,40.731513,-73.99124,03/04/2024 05:02:01 AM,60,80,Monday,5,0,Rainy,35-44,Shopping,Low,48,50,Live Music,New,Recommend River Pub,ELEVATED,Routine Patrol,Zone C — Midtown,Live Entertainment,Jersey City,Hudson County,New Jersey,Networking Night,Nightlife,Medium,5:00 AM,7:00 AM,ELEVATED
CHK10085,USR0213,VEN075,Spice Eatery,Restaurant,40.704426,-73.992469,05/14/2024 06:55:58 PM,85,53,Tuesday,18,0,Cloudy,45+,Business,Low,53,50,Lunch Rush,New,Recommend Table Restaurant,CRITICAL,Immediate Response,Zone F — Commercial,High Foot Traffic,Secaucus,Bergen County,New Jersey,Special Dining Event,Dining,Large,6:00 PM,8:00 PM,CRITICAL
CHK10086,USR0727,VEN018,Flux Nightclub,Nightclub,40.711261,-74.014212,06/03/2024 10:34:50 PM,90,133,Monday,22,0,Sunny,25-34,Shopping,Medium,88,52,Late Night,Returning,Recommend Pulse Lounge,CRITICAL,Immediate Response,Zone D — Waterfront,Nightlife Event,Weehawken,Hudson County,New Jersey,Late Night Session,Nightlife,Large,10:00 PM,12:00 AM,CRITICAL
CHK10087,USR0751,VEN248,Lab Workspace,Coworking,40.708309,-74.027643,01/29/2024 12:10:55 PM,36,151,Monday,12,0,Clear,18-24,Business,Low,76,50,Networking Event,New,Recommend Studio Studios,NORMAL,No Action Required,Zone B — Harbor District,Large Gathering,Hoboken,Hudson County,New Jersey,Startup Meetup,Business,Small,12:00 PM,2:00 PM,NORMAL
CHK10088,USR0769,VEN271,Memorial Gardens,Park,40.721505,-74.003628,04/14/2024 06:21:08 PM,50,33,Sunday,18,1,Sunny,45+,Music,Medium,40,50,Weekend Party,Returning,Recommend Harbor Reserve,ELEVATED,Routine Patrol,Zone A — Downtown,Nightlife Event,Jersey City,Hudson County,New Jersey,Weekend Festival,Outdoor,Medium,6:00 PM,8:00 PM,ELEVATED
CHK10089,USR0979,VEN032,Brick Lounge,Bar/Lounge,40.700578,-73.999759,05/11/2024 10:43:59 PM,95,77,Saturday,22,1,Sunny,35-44,Business,Medium,55,50,Networking Event,New,Recommend Harbor Tavern,CRITICAL,Immediate Response,Zone A — Downtown,Large Gathering,Jersey City,Hudson County,New Jersey,Sports Viewing Event,Nightlife,Large,10:00 PM,12:00 AM,CRITICAL
